namaresto,cuisines,namatype,ratescore,ratetext,cost,lokasi
 Fat Bubble, Desserts, Dessert Parlour,41, Very Good,150000,Jakarta Selatan
 Colette  Lola, Desserts, Dessert Parlour,41, Very Good,210000,Jakarta Selatan
 Sumoboo, Desserts, Dessert Parlour,41, Very Good,180000,Jakarta Selatan
 Shirokuma Cafe, Desserts, Dessert Parlour,40, Sangat Baik,200000,Jakarta Selatan
 Pablo, Desserts, Dessert Parlour,36, Good,200000,Jakarta Selatan
 GROM, Ice Cream, Dessert Parlour,46, Excellent,110000,Jakarta Selatan
 Brown Fox Waffle  Coffee, Cafe, Dessert Parlour,42, Very Good,200000,Jakarta Selatan
 Roti Bakar Kemang, Desserts, Dessert Parlour,39, Good,70000,Jakarta Selatan
 Bing Go, Korean, Dessert Parlour,38, Good,150000,Jakarta Selatan
 il Vero Gelateria, Ice Cream, Dessert Parlour,46, Excellent,70000,Jakarta Selatan
 Hokkaido Baked Cheese Tart, Desserts, Dessert Parlour,46, Excellent,100000,Jakarta Selatan
 Cold Moo, Desserts, Dessert Parlour,46, Excellent,80000,Jakarta Selatan
 Island Creamery, Desserts, Dessert Parlour,39, Good,150000,Jakarta Selatan
 Hong Tang, Desserts, Dessert Parlour,40, Very Good,100000,Jakarta Selatan
 Cake Lab, Cafe, Dessert Parlour,41, Very Good,120000,Jakarta Selatan
 North Pole Cafe, Cafe, Dessert Parlour,41, Very Good,150000,Jakarta Selatan
 llaollao, Ice Cream, Dessert Parlour,42, Very Good,110000,Jakarta Selatan
 aROMA Gelato Experience, Desserts, Dessert Parlour,44, Sangat Baik,95000,Jakarta Selatan
 The Harvest, Desserts, Dessert Parlour,41, Very Good,100000,Jakarta Selatan
 Gelato Secrets, Ice Cream, Dessert Parlour,45, Excellent,130000,Jakarta Selatan
 Hokkaido Baked Cheese Tart, Desserts, Dessert Parlour,44, Very Good,100000,Jakarta Selatan
 GROM, Ice Cream, Dessert Parlour,45, Excellent,110000,Jakarta Selatan
 Alphabeth Gelato, Coffee, Dessert Parlour,41, Very Good,110000,Jakarta Selatan
 Puyo Silky Desserts, Desserts, Dessert Parlour,41, Very Good,40000,Jakarta Selatan
 Cold Stone Creamery, Ice Cream, Dessert Parlour,41, Very Good,110000,Jakarta Selatan
 Hokkaido Baby, Bakery, Dessert Parlour,42, Very Good,50000,Jakarta Selatan
 Haagen  Dazs, Desserts, Dessert Parlour,42, Very Good,330000,Jakarta Selatan
 GROM, Ice Cream, Dessert Parlour,45, Excellent,110000,Jakarta Selatan
 betterCHOCOlatethannever, Desserts, Dessert Parlour,45, Excellent,100000,Jakarta Selatan
 Anns Bakehouse, Desserts, Dessert Parlour,44, Very Good,100000,Jakarta Selatan
 Uncle Tetsu, Desserts, Dessert Parlour,41, Very Good,100000,Jakarta Selatan
 Puyo Silky Desserts, Desserts, Dessert Parlour,41, Sangat Baik,40000,Jakarta Selatan
 Ziato Artisan Gelato, Desserts, Dessert Parlour,43, Very Good,150000,Jakarta Selatan
 Pooki Bbang, Desserts, Dessert Parlour,41, Very Good,50000,Jakarta Selatan
 Sour Sally, Desserts, Dessert Parlour,42, Very Good,100000,Jakarta Selatan
 Haagen  Dazs, Desserts, Dessert Parlour,40, Very Good,330000,Jakarta Selatan
 GB Bistro  Dessert, Desserts, Dessert Parlour,40, Very Good,400000,Jakarta Selatan
 Fat Bubble, Desserts, Dessert Parlour,39, Good,120000,Jakarta Selatan
 Hong Tang, Desserts, Dessert Parlour,39, Good,100000,Jakarta Barat
 Sumoboo, Desserts, Dessert Parlour,40, Very Good,180000,Jakarta Barat
 llaollao, Ice Cream, Dessert Parlour,44, Very Good,110000,Jakarta Barat
 Sumoboo, Desserts, Dessert Parlour,40, Sangat Baik,180000,Jakarta Barat
 Patbingsoo Korean Dessert House, Korean, Dessert Parlour,40, Very Good,200000,Jakarta Barat
 Uncle Tetsu, Desserts, Dessert Parlour,43, Very Good,100000,Jakarta Barat
 Bing Go, Korean, Dessert Parlour,23, Poor,150000,Jakarta Barat
 Colette  Lola, Desserts, Dessert Parlour,41, Very Good,210000,Jakarta Barat
 Pablo, Desserts, Dessert Parlour,38, Good,200000,Jakarta Barat
 Pooki Bbang, Desserts, Dessert Parlour,42, Very Good,50000,Jakarta Barat
 St Marc Cafe, Cafe, Dessert Parlour,40, Very Good,120000,Jakarta Barat
 Sour Sally, Desserts, Dessert Parlour,43, Very Good,100000,Jakarta Barat
 Revel Cafe, Indonesian, Dessert Parlour,38, Good,150000,Jakarta Barat
 Hongkong Sheng Kee Dessert, Desserts, Dessert Parlour,40, Very Good,220000,Jakarta Barat
 The Harvest, Desserts, Dessert Parlour,39, Baik,100000,Jakarta Barat
 Saychiizu  Hokkaido Cheese Toast, Desserts, Dessert Parlour,39, Good,80000,Jakarta Barat
 Sour Sally, Desserts, Dessert Parlour,41, Very Good,100000,Jakarta Barat
 Pondol  Pondok Es Cendol, Jawa, Dessert Parlour,40, Very Good,120000,Jakarta Barat
 Pesca Ice Cream Cakes, Ice Cream, Dessert Parlour,40, Very Good,150000,Jakarta Barat
 Haagen  Dazs, Desserts, Dessert Parlour,39, Good,330000,Jakarta Barat
 Sumoboo, Desserts, Dessert Parlour,37, Good,180000,Jakarta Barat
 The Harvest, Desserts, Dessert Parlour,37, Good,100000,Jakarta Barat
 Hokkaido Ice Cream Puff, Desserts, Dessert Parlour,41, Very Good,80000,Jakarta Barat
 Koiyaki, Desserts, Dessert Parlour,40, Very Good,70000,Jakarta Barat
 Paletas Wey, Ice Cream, Dessert Parlour,40, Very Good,70000,Jakarta Barat
 Vilo Gelato, Ice Cream, Dessert Parlour,40, Very Good,50000,Jakarta Barat
 Haagen  Dazs, Desserts, Dessert Parlour,40, Very Good,330000,Jakarta Barat
 Hokkaido Baked Cheese Tart, Desserts, Dessert Parlour,41, Very Good,100000,Jakarta Barat
 Honey Lane, Beverages, Dessert Parlour,41, Very Good,80000,Jakarta Barat
 Cold Stone Creamery, Ice Cream, Dessert Parlour,38, Good,110000,Jakarta Barat
 Puyo Silky Desserts, Desserts, Dessert Parlour,39, Good,40000,Jakarta Barat
 La Maison, Desserts, Dessert Parlour,39, Good,150000,Jakarta Barat
 Dairy Queen, Ice Cream, Dessert Parlour,39, Good,80000,Jakarta Barat
 DORÃ by LeTAO, Desserts, Dessert Parlour,40, Very Good,250000,Jakarta Barat
 Maquis, Desserts, Dessert Parlour,40, Very Good,75000,Jakarta Barat
 Puyo Silky Desserts, Desserts, Dessert Parlour,38, Good,40000,Jakarta Barat
 Yole, Desserts, Dessert Parlour,38, Good,100000,Jakarta Barat
 Paletas Wey, Ice Cream, Dessert Parlour,41, Very Good,70000,Jakarta Barat
 Sour Sally, Desserts, Dessert Parlour,40, Sangat Baik,100000,Jakarta Barat
 St Marc Cafe, Cafe, Dessert Parlour,41, Very Good,120000,Jakarta Selatan
 Krispy Kreme, Bakery, Dessert Parlour,39, Good,75000,Jakarta Barat
 Cocobeet, Healthy Food, Dessert Parlour,41, Very Good,200000,Jakarta Selatan
 Martabakku Menteng, Street Food, Food Court,43, Very Good,100000,Jakarta Pusat
 Miting Lobster, Seafood, Food Court,20, Poor,80000,Jakarta Pusat
 The Halal Guys, Middle Eastern, Food Court,41, Very Good,200000,Jakarta Pusat
 Golden Lamian, Bakmi, Food Court,41, Very Good,140000,Jakarta Pusat
 Mie Tarik Laiker, Peranakan, Food Court,38, Good,120000,Jakarta Pusat
 Hot Star, Fast Food, Food Court,39, Good,100000,Jakarta Pusat
 Negiya Express, Japanese, Food Court,39, Good,120000,Jakarta Pusat
 Dabelyuw, American, Food Court,39, Good,100000,Jakarta Pusat
 Yoshinoya, Japanese, Food Court,37, Good,100000,Jakarta Pusat
 MrPark, Korean, Food Court,27, Average,150000,Jakarta Pusat
 Patbingsoo Korean Dessert House, Korean, Food Court,36, Good,200000,Jakarta Pusat
 A Fung Baso Sapi Asli, Bakso, Food Court,39, Good,130000,Jakarta Pusat
 My Pho, Vietnamese, Food Court,37, Good,150000,Jakarta Pusat
 KFC, Fast Food, Food Court,40, Very Good,100000,Jakarta Pusat
 Martabakku Menteng, Street Food, Food Court,39, Good,100000,Jakarta Pusat
 Go Katsu, Japanese, Food Court,39, Good,80000,Jakarta Pusat
 Doner Kebab, Kebab, Food Court,38, Good,80000,Jakarta Pusat
 Sari Ratu, Padang, Food Court,37, Good,80000,Jakarta Pusat
 Kin No Torikara, Street Food, Food Court,36, Good,120000,Jakarta Pusat
 Nasi Uduk Kebon Kacang, Betawi, Food Court,37, Good,80000,Jakarta Pusat
 Sophie Authentique, French, Food Court,39, Good,170000,Jakarta Pusat
 Fish  Co, Seafood, Food Court,38, Good,330000,Jakarta Pusat
 Warung Genjing, Indonesian, Food Court,29, Average,80000,Jakarta Pusat
 Java Kitchen Express, Jawa, Food Court,28, Average,160000,Jakarta Pusat
 PIG Me Up, Chinese, Food Court,37, Good,100000,Jakarta Pusat
 Harum Segar, Chinese, Food Court,38, Good,100000,Jakarta Pusat
 Pok Chop 18, Indonesian, Food Court,36, Good,100000,Jakarta Pusat
 Jia Jia, Singaporean, Food Court,36, Good,100000,Jakarta Pusat
 Bakmi Harum 88, Bakmi, Food Court,36, Good,90000,Jakarta Pusat
 Seoul Street, Korean, Food Court,33, Average,100000,Jakarta Pusat
 Sugakiya, Ramen, Food Court,36, Good,100000,Jakarta Pusat
 Nasi Goreng Diplomat, Indonesian, Food Court,29, Average,70000,Jakarta Pusat
 Bakmi Randa, Bakmi, Food Court,37, Good,80000,Jakarta Pusat
 Mister Baso, Bakso, Food Court,26, Average,100000,Jakarta Pusat
 Rice Walk, Asian, Food Court,35, Good,240000,Jakarta Pusat
 Pondok Suryo Begor, Jawa, Food Court,37, Good,100000,Jakarta Pusat
 Martabakku Menteng, Street Food, Food Court,36, Good,100000,Jakarta Pusat
 D Crepes, Desserts, Food Court,37, Good,50000,Jakarta Pusat
 Chatime, Bubble Tea, Food Court,36, Good,60000,Jakarta Pusat
 Salty Sam, Asian, Food Court,36, Good,120000,Jakarta Pusat
 Ayam Talari, Indonesian, Food Court,36, Good,80000,Jakarta Timur
 Bakso Pukul Kota Malang, Bakso, Food Court,35, Good,45000,Jakarta Timur
 Shigeru, Sushi, Food Court,29, Average,100000,Jakarta Timur
 Bebek Dower, Jawa, Food Court,33, Average,135000,Jakarta Timur
 Kwetiau 28 Aho, Chinese, Food Court,33, Average,90000,Jakarta Timur
 Ayam Bakar Taliwang, Jawa, Food Court,34, Average,80000,Jakarta Timur
 Cakwe Galaxy, Street Food, Food Court,35, Good,35000,Jakarta Timur
 Coffee  Chat, Indonesian, Food Court,30, Average,100000,Jakarta Timur
 Ayam Geprek Katineung, Indonesian, Food Court,31, Average,50000,Jakarta Timur
 Bumbu Penyetz, Jawa, Food Court,28, Average,110000,Jakarta Timur
 Bakmi Ayam Alok, Bakmi, Food Court,34, Average,80000,Jakarta Timur
 HokBen, Fast Food, Food Court,29, Average,150000,Jakarta Timur
 Al Dente, Italian, Food Court,34, Average,250000,Jakarta Timur
 Soto Ambengan Pak Sadi, Soto, Food Court,30, Average,50000,Jakarta Timur
 Tour Beans Coffee, Coffee, Food Court,0, Not rated,50000,Jakarta Timur
 UPTOWN, Indonesian, Food Court,0, Not rated,150000,Jakarta Timur
 Dapoer Qita, Indonesian, Food Court,0, Not rated,80000,Jakarta Timur
 Soto Betawi H Mamat, Soto, Food Court,30, Average,70000,Jakarta Timur
 Syahnas Fresh Juice, Jawa, Food Court,33, Average,80000,Jakarta Timur
 CFC, Fast Food, Food Court,30, Average,100000,Jakarta Timur
 Sop Kaki Kambing Dudung Roxy, Betawi, Food Court,29, Average,150000,Jakarta Timur
 Osuki, Fast Food, Food Court,31, Average,70000,Jakarta Timur
 Pastalicious, Italian, Food Court,28, Average,120000,Jakarta Timur
 Refueling Station by Kopi Oey, Coffee, Food Court,0, Not rated,150000,Jakarta Timur
 Soto Kaki Sapi Pak Udin, Soto, Food Court,0, Not rated,170000,Jakarta Timur
 McDonalds Ice Cream, Desserts, Food Court,34, Average,30000,Jakarta Timur
 Kwetiau Sapi, Chinese, Food Court,29, Average,80000,Jakarta Timur
 Cheeky Monkey, Chinese, Food Court,0, Not rated,120000,Jakarta Timur
 Sate Kambing H Giyo, Satay, Food Court,31, Average,65000,Jakarta Timur
 The Holy Burger, Burger, Food Court,0, Not rated,70000,Jakarta Timur
 Bakso Ajo, Bakso, Food Court,33, Average,40000,Jakarta Timur
 Rujak Kolam Medan, Indonesian, Food Court,30, Average,70000,Jakarta Timur
 Ayam Bakar Taliwang, Balinese, Food Court,30, Average,80000,Jakarta Timur
 CFC, Fast Food, Food Court,0, Not rated,100000,Jakarta Timur
 Sate Kuah Soto Tangkar Galaxy, Soto, Food Court,0, Not rated,100000,Jakarta Timur
 CFC, Fast Food, Food Court,0, Not rated,100000,Jakarta Timur
 Pempek Merdeka, Palembang, Food Court,29, Average,100000,Jakarta Timur
 Singgahpai di Sambal Cobek, Sumatera, Food Court,31, Average,70000,Jakarta Timur
 Mr Durian, Desserts, Food Court,0, Not rated,50000,Jakarta Timur
 Bebek Kanoman, Indonesian, Food Court,0, Not rated,60000,Jakarta Timur
 Kibo, Desserts, Food Court,45, Excellent,120000,Jakarta Utara
 Pepper Lunch, Japanese, Food Court,41, Very Good,200000,Jakarta Utara
 Hanako Sushi, Sushi, Food Court,40, Very Good,200000,Jakarta Utara
 YamMie Hotplate, Asian, Food Court,39, Good,75000,Jakarta Utara
 Koi Teppanyaki, Japanese, Food Court,39, Good,120000,Jakarta Utara
 Negiya Express, Japanese, Food Court,39, Good,200000,Jakarta Utara
 Bamboo Dimsum, Chinese, Food Court,22, Poor,100000,Jakarta Utara
 Yoshinoya, Japanese, Food Court,40, Very Good,100000,Jakarta Utara
 Dairy Queen, Ice Cream, Food Court,39, Good,80000,Jakarta Utara
 Shihlin, Street Food, Food Court,39, Good,90000,Jakarta Utara
 Hashi, Japanese, Food Court,40, Very Good,90000,Jakarta Utara
 Born Ga Express, Korean, Food Court,37, Good,130000,Jakarta Utara
 Mie Tarik Laiker, Peranakan, Food Court,37, Good,120000,Jakarta Utara
 Hokkaido Ice Cream Puff, Desserts, Food Court,40, Very Good,80000,Jakarta Utara
 Mister Donut, Bakery, Food Court,38, Good,60000,Jakarta Utara
 Wakacao, Asian, Food Court,39, Good,100000,Jakarta Utara
 KoFei, Japanese, Food Court,37, Good,60000,Jakarta Utara
 Martabak Bruno, Desserts, Food Court,39, Good,120000,Jakarta Utara
 Yoshinoya, Japanese, Food Court,39, Good,100000,Jakarta Utara
 Porky Brothers, Asian, Food Court,41, Very Good,100000,Jakarta Utara
 Hoghock, Asian, Food Court,42, Very Good,150000,Jakarta Utara
 Bakso Akiaw 99, Chinese, Food Court,39, Good,120000,Jakarta Utara
 Tamani Express, Jawa, Food Court,38, Good,200000,Jakarta Utara
 Pepper Lunch Express, Japanese, Food Court,37, Good,200000,Jakarta Utara
 Mie Tarik Laiker, Peranakan, Food Court,37, Good,120000,Jakarta Utara
 Taiyaki Patisserie, Desserts, Food Court,37, Good,60000,Jakarta Utara
 LaXiang Resto, Chinese, Food Court,40, Very Good,100000,Jakarta Utara
 Bakmi Ayam Alok, Bakmi, Food Court,38, Good,100000,Jakarta Utara
 Tetangga Sebelah, Beverages, Food Court,39, Good,40000,Jakarta Utara
 Meog Da Korean BBQ, Korean, Food Court,38, Good,250000,Jakarta Utara
 Sate Mak Syukur, Satay, Food Court,38, Good,70000,Jakarta Utara
 Fiesta Steak, Steak, Food Court,26, Average,250000,Jakarta Utara
 Bakmi Naga, Bakmi, Food Court,28, Average,150000,Jakarta Utara
 My Sweet Bun, Desserts, Food Court,37, Good,60000,Jakarta Utara
 Seoul, Korean, Food Court,41, Very Good,50000,Jakarta Utara
 Doner Kebab, Kebab, Food Court,36, Good,80000,Jakarta Utara
 PIG Me Up, Chinese, Food Court,39, Good,100000,Jakarta Utara
 YolkBelly, Singaporean, Food Court,36, Good,100000,Jakarta Utara
 Rujak Kolam Medan, Medan, Food Court,39, Good,80000,Jakarta Utara
 KFC, Fast Food, Food Court,36, Good,100000,Jakarta Utara
 Drinks by Food Fighters, Beverages, Food Court,36, Good,70000,Jakarta Selatan
 Pepper Lunch Express, Japanese, Food Court,40, Very Good,200000,Jakarta Selatan
 Yoshinoya, Japanese, Food Court,41, Very Good,100000,Jakarta Selatan
 Sugakiya, Ramen, Food Court,41, Very Good,100000,Jakarta Selatan
 Bakso Kumis, Bakso, Food Court,40, Very Good,70000,Jakarta Selatan
 Flip Burger, Burger, Food Court,42, Very Good,120000,Jakarta Selatan
 Born Ga Express, Korean, Food Court,39, Good,130000,Jakarta Selatan
 Madame Mai, Vietnamese, Food Court,40, Very Good,120000,Jakarta Selatan
 Hot Star, Fast Food, Food Court,37, Good,100000,Jakarta Selatan
 Golden Lamian, Bakmi, Food Court,40, Very Good,140000,Jakarta Selatan
 Wingstop, Fast Food, Food Court,41, Very Good,120000,Jakarta Selatan
 Kobeshi Kitchen, Japanese, Food Court,41, Very Good,120000,Jakarta Selatan
 Meimo Masakan Manado, Manado, Food Court,41, Very Good,100000,Jakarta Selatan
 YamMie Hotplate, Bakmi, Food Court,38, Good,75000,Jakarta Selatan
 Golden Lamian, Bakmi, Food Court,40, Very Good,140000,Jakarta Selatan
 Ichiban Sushi, Japanese, Food Court,36, Good,150000,Jakarta Selatan
 KKitchen, Korean, Food Court,38, Good,150000,Jakarta Selatan
 Mie Tarik Laiker, Peranakan, Food Court,38, Good,120000,Jakarta Selatan
 Bakmi GM, Bakmi, Food Court,40, Very Good,125000,Jakarta Selatan
 Gong Kitchen, Japanese, Food Court,35, Good,150000,Jakarta Selatan
 Dapur MTW, Indonesian, Food Court,39, Good,90000,Jakarta Selatan
 Pizza Milano, Pizza, Food Court,38, Good,100000,Jakarta Selatan
 Saint Cinnamon  Coffee, Bakery, Food Court,41, Very Good,70000,Jakarta Selatan
 Sate Padang Ajo Ramon, Satay, Food Court,38, Good,80000,Jakarta Selatan
 Yoshinoya, Japanese, Food Court,37, Good,100000,Jakarta Selatan
 Go Mango, Desserts, Food Court,39, Good,50000,Jakarta Selatan
 Nasi Kambing Abah Condet, Betawi, Food Court,38, Good,80000,Jakarta Selatan
 Cold Stone Creamery, Ice Cream, Food Court,39, Good,110000,Jakarta Selatan
 The Real Holysteak, Steak, Food Court,38, Good,220000,Jakarta Selatan
 Go Katsu, Japanese, Food Court,39, Good,80000,Jakarta Selatan
 Raffels, American, Food Court,38, Good,120000,Jakarta Selatan
 Shihlin, Street Food, Food Court,38, Good,90000,Jakarta Selatan
 Koi Teppanyaki, Japanese, Food Court,36, Good,120000,Jakarta Selatan
 Richeese Factory, Fast Food, Food Court,37, Good,100000,Jakarta Selatan
 Coco Ichibanya Curry, Japanese, Food Court,42, Very Good,260000,Jakarta Selatan
 Dairy Queen, Ice Cream, Food Court,39, Good,150000,Jakarta Selatan
 Tamani Express, Jawa, Food Court,37, Baik,200000,Jakarta Selatan
 Salty Sam, Asian, Food Court,40, Very Good,120000,Jakarta Selatan
 Born Ga Express, Korean, Food Court,38, Good,130000,Jakarta Barat
 SamWon Express, Korean, Food Court,26, Average,150000,Jakarta Barat
 Bakmi GM, Bakmi, Food Court,38, Good,125000,Jakarta Barat
 Holdak Crispy Chicken, Korean, Food Court,35, Good,100000,Jakarta Barat
 Doner Kebab, Kebab, Food Court,37, Good,80000,Jakarta Barat
 Kyodong Noodle, Japanese, Food Court,37, Good,200000,Jakarta Barat
 Dogkyo, Fast Food, Food Court,39, Good,100000,Jakarta Barat
 Jikasei Sushi  Ricebowl, Sushi, Food Court,34, Average,80000,Jakarta Barat
 Tempura Tendon Tenya, Japanese, Food Court,37, Good,120000,Jakarta Barat
 Nasi Campur Putri Kenanga, Chinese, Food Court,25, Average,120000,Jakarta Barat
 Nasi Cumi Hitam Madura Pak Kris, Indonesian, Food Court,39, Good,100000,Jakarta Barat
 Hot Star, Fast Food, Food Court,36, Good,100000,Jakarta Barat
 Soto Kudus Senayan, Jawa, Food Court,24, Poor,70000,Jakarta Barat
 Fiesta Steak, Steak, Food Court,36, Good,250000,Jakarta Barat
 Fiesta Steak, Steak, Food Court,33, Average,250000,Jakarta Barat
 Jianbing Master, Chinese, Food Court,36, Good,60000,Jakarta Barat
 Yammie Hotplate, Bakmi, Food Court,37, Good,75000,Jakarta Barat
 Kkuldak, Fast Food, Food Court,38, Good,120000,Jakarta Barat
 Bebek Kaleyo, Jawa, Food Court,38, Good,100000,Jakarta Barat
 Limau Rice Bowl, Indonesian, Food Court,37, Good,100000,Jakarta Barat
 Hachimitsu Udon  Dunbori, Japanese, Food Court,35, Good,80000,Jakarta Barat
 A Fung Baso Sapi Asli, Bakso, Food Court,38, Good,130000,Jakarta Barat
 Mie Kangkung  Siomay si Jangkung, Jawa, Food Court,36, Good,60000,Jakarta Barat
 Tanoshi Sushi, Sushi, Food Court,36, Good,70000,Jakarta Barat
 Pho 24, Vietnamese, Food Court,34, Average,120000,Jakarta Barat
 Bebek Mafia, Indonesian, Food Court,37, Good,60000,Jakarta Barat
 Seroja Baru, Chinese, Food Court,34, Average,120000,Jakarta Barat
 Martabak Awesome, Martabak, Food Court,34, Average,90000,Jakarta Barat
 Bakmie Amoy, Bakmi, Food Court,34, Average,80000,Jakarta Barat
 Kerang Kiloan Pak Rudi, Street Food, Food Court,36, Good,150000,Jakarta Barat
 Nasi Gurih Aceng, Bakmi, Food Court,36, Good,50000,Jakarta Barat
 Soto Kito, Soto, Food Court,33, Average,100000,Jakarta Barat
 A Fung Baso Sapi Asli, Bakso, Food Court,36, Good,130000,Jakarta Barat
 Cap Go RM 15, Chinese, Food Court,35, Good,110000,Jakarta Barat
 Wotie Kedoya, Chinese, Food Court,36, Good,30000,Jakarta Barat
 Waroeng Teh Kotjok, Beverages, Food Court,35, Good,30000,Jakarta Barat
 A Guan Bubur Ayam Tangki 18, Chinese, Food Court,35, Good,60000,Jakarta Barat
 Pepper Lunch Express, Japanese, Food Court,35, Good,200000,Jakarta Barat
 Bakmi Gocit, Bakmi, Food Court,37, Good,80000,Jakarta Barat
 Endoq, Street Food, Food Court,33, Average,40000,Jakarta Barat
 YOBE Cheese Tea, Beverages, Food Court,35, Good,60000,Jakarta Selatan
 Pepper Lunch, Japanese, Food Court,39, Good,200000,Jakarta Selatan
 D Crepes, Desserts, Kiosk,37, Good,50000,Jakarta Pusat
 Shihlin, Street Food, Kiosk,33, Average,90000,Jakarta Pusat
 Taucy, Street Food, Kiosk,35, Good,50000,Jakarta Pusat
 Choux Cream, Desserts, Kiosk,28, Average,40000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,29, Average,30000,Jakarta Pusat
 Sauke, Indonesian, Kiosk,32, Average,80000,Jakarta Pusat
 Mochi Mochio, Desserts, Kiosk,32, Average,30000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,34, Average,30000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,32, Average,30000,Jakarta Pusat
 Verina Risoles, Street Food, Kiosk,34, Average,20000,Jakarta Pusat
 Takoyaki Corner, Street Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Bobby Bola Ubi, Desserts, Kiosk,33, Average,30000,Jakarta Pusat
 Uncle Tetsu, Desserts, Kiosk,34, Average,100000,Jakarta Pusat
 Nae Gimbap, Korean, Kiosk,29, Average,40000,Jakarta Pusat
 Taucy, Street Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Ichiban Crepes, Desserts, Kiosk,30, Average,45000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,30, Average,30000,Jakarta Pusat
 Selvy Manisan Jambu Bangkok, Desserts, Kiosk,0, Not rated,50000,Jakarta Pusat
 Daily Fresh, Street Food, Kiosk,0, Not rated,40000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,31, Average,30000,Jakarta Pusat
 Helen Kuotie, Chinese, Kiosk,0, Not rated,40000,Jakarta Pusat
 Es Sari Salju 899, Desserts, Kiosk,0, Not rated,50000,Jakarta Pusat
 Hotdog Booth, Fast Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Waffelicious, Desserts, Kiosk,0, Not rated,55000,Jakarta Pusat
 Takoyaki Josho, Street Food, Kiosk,0, Not rated,400000,Jakarta Pusat
 Hokkaido Legend, Bakery, Kiosk,0, Not rated,50000,Jakarta Pusat
 Es Sari Salju, Desserts, Kiosk,0, Not rated,50000,Jakarta Pusat
 Tahu Gila, Street Food, Kiosk,0, Not rated,40000,Jakarta Pusat
 7 King Tebu, Drinks Only, Kiosk,0, Not rated,40000,Jakarta Pusat
 Chicken Popop, Street Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Hokkaido Legend, Bakery, Kiosk,0, Not rated,50000,Jakarta Pusat
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Pusat
 Potato Corner, Fast Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Marfel  Martabak Wafel, Desserts, Kiosk,0, Not rated,80000,Jakarta Pusat
 Orchard Road Ice Cream Singapore, Ice Cream, Kiosk,0, Not rated,50000,Jakarta Pusat
 Bakso Goreng PIK, Street Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Siomay Batagor, Street Food, Kiosk,0, Not rated,50000,Jakarta Pusat
 Don Pizza, Pizza, Kiosk,0, Not rated,60000,Jakarta Pusat
 Bom Bon, Desserts, Kiosk,0, Not rated,80000,Jakarta Pusat
 Offle, Desserts, Kiosk,0, Not rated,60000,Jakarta Pusat
 Cincau Master, Beverages, Kiosk,32, Average,60000,Jakarta Timur
 Bagoja, Street Food, Kiosk,34, Average,50000,Jakarta Timur
 Ramen n Sushi Box, Japanese, Kiosk,32, Average,80000,Jakarta Timur
 Ramen  Gyoza, Japanese, Kiosk,33, Average,80000,Jakarta Timur
 Yen Pao, Bakery, Kiosk,32, Average,30000,Jakarta Timur
 Pop Chop, Taiwanese, Kiosk,0, Not rated,100000,Jakarta Timur
 Dum Dum Thai Drinks, Beverages, Kiosk,0, Not rated,50000,Jakarta Timur
 Takoyaki, Japanese, Kiosk,33, Average,30000,Jakarta Timur
 Chick n Melt, Western, Kiosk,0, Not rated,60000,Jakarta Timur
 Snack, Snacks, Kiosk,0, Not rated,60000,Jakarta Timur
 Potato Corner, Fast Food, Kiosk,30, Average,50000,Jakarta Timur
 Potato Corner, Fast Food, Kiosk,0, Not rated,50000,Jakarta Timur
 Tako n Sushi Box, Japanese, Kiosk,0, Not rated,80000,Jakarta Timur
 Takoyaki Corner, Street Food, Kiosk,0, Not rated,50000,Jakarta Timur
 Siomay Lonjong, Desserts, Kiosk,0, Not rated,50000,Jakarta Timur
 I Love Crepes, Desserts, Kiosk,30, Average,50000,Jakarta Timur
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 Coffee, Coffee, Kiosk,0, Not rated,50000,Jakarta Timur
 Mochi Mochi, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 McDonalds Ice Cream, Desserts, Kiosk,0, Not rated,30000,Jakarta Timur
 Selvy Manisan Jambu Bangkok, Desserts, Kiosk,0, Not rated,50000,Jakarta Timur
 Diris Pizza, Pizza, Kiosk,0, Not rated,50000,Jakarta Timur
 Pop Chop Chicken, Taiwanese, Kiosk,0, Not rated,100000,Jakarta Timur
 Cocoo Ice Cream, Ice Cream, Kiosk,0, Not rated,60000,Jakarta Timur
 Ichiban Crepes, Desserts, Kiosk,0, Not rated,45000,Jakarta Timur
 I Love Crepes, Desserts, Kiosk,0, Not rated,50000,Jakarta Timur
